0,10.3007;
0,10.3006;
0,10.2999;
0,10.3006;
0,10.301;
0,10.301;
0,10.3024;
0,10.3014;
0,10.2997;
0,10.3009;
0,10.3017;
0,10.3003;
0,10.3003;
0,10.3011;
0,10.3003;
0,10.3007;
0,10.3019;
0,10.3003;
0,10.3003;
0,10.3015;
0,10.3016;
0,10.3014;
0,10.3009;
0,10.3008;
0,10.3009;
0,10.3007;
0,10.3005;
0,10.3019;
0,10.3011;
0,10.3014;
0,10.3011;
0,10.3012;
0,10.301;
0,10.3012;
0,10.3019;
0,10.3014;
0,10.3011;
0,10.3006;
0,10.3004;
0,10.3018;
0,10.3013;
0,10.3005;
0,10.3012;
0,10.3011;
0,10.301;
0,10.301;
0,10.3005;
0,10.3012;
0,10.3006;
0,10.3009;
0,10.3013;
0,10.3008;
0,10.3014;
0,10.3013;
0,10.2996;
0,10.3016;
0,10.3004;
0,10.301;
0,10.3008;
0,10.3009;
0,10.3004;
0,10.3013;
0,10.3011;
0,10.3012;
0,10.3015;
0,10.3007;
0,10.3005;
0,10.3001;
0,10.3018;
0,10.302;
0,10.3018;
0,10.3014;
0,10.3011;
0,10.2995;
0,10.3015;
0,10.3014;
0,10.3013;
0,10.3012;
0,10.3;
0,10.3011;
0,10.3004;
0,10.3008;
0,10.3009;
0,10.3003;
0,10.301;
0,10.301;
0,10.3019;
0,10.3008;
0,10.3021;
0,10.3003;
0,10.3015;
0,10.3015;
0,10.3013;
0,10.3015;
0,10.3008;
0,10.3013;
0,10.3008;
0,10.3005;
0,10.3012;
0,10.3016;
0,10.2999;
0,10.3015;
0,10.3009;
0,10.3012;
0,10.3004;
0,10.3001;
0,10.3017;
0,10.3011;
0,10.2999;
0,10.3012;
0,10.301;
0,10.3014;
0,10.3016;
0,10.3017;
0,10.3019;
0,10.3002;
0,10.3014;
0,10.3005;
0,10.3001;
0,10.3009;
0,10.301;
0,10.3008;
0,10.3007;
0,10.301;
0,10.3021;
0,10.3014;
0,10.3004;
0,10.3007;
0,10.3002;
0,10.3018;
0,10.3017;
0,10.3013;
0,10.301;
0,10.3005;
0,10.3015;
0,10.3016;
0,10.3013;
0,10.3009;
0,10.3008;
0,10.3009;
0,10.3006;
0,10.3008;
0,10.3011;
0,10.3017;
0,10.3019;
0,10.3001;
0,10.3022;
0,10.2998;
0,10.3017;
0,10.3022;
0,10.2998;
0,10.3009;
0,10.3008;
0,10.3014;
0,10.3006;
0,10.3008;
0,10.3006;
0,10.3002;
0,10.3002;
0,10.3021;
0,10.3017;
0,10.3004;
0,10.3002;
0,10.3013;
0,10.3008;
0,10.2995;
0,10.3015;
0,10.3003;
0,10.3016;
0,10.3015;
0,10.3009;
0,10.3004;
0,10.3001;
0,10.3015;
0,10.3011;
0,10.3;
0,10.3004;
0,10.3015;
0,10.301;
0,10.3018;
0,10.3012;
0,10.3018;
0,10.3015;
0,10.2996;
0,10.3018;
0,10.3016;
0,10.3019;
0,10.3026;
0,10.3014;
0,10.3015;
0,10.3007;
0,10.3007;
0,10.3006;
0,10.3002;
0,10.3017;
0,10.3013;
0,10.3006;
0,10.3002;
0,10.3015;
0,10.3017;
0,10.3012;
0,10.3004;
0,10.2999;
0,10.3009;
0,10.3006;
0,10.3029;
0,10.3004;
0,10.2999;
0,10.3017;
0,10.301;
0,10.3005;
0,10.3006;
0,10.3008;
0,10.3001;
0,10.3003;
0,10.3017;
0,10.3014;
0,10.2995;
0,10.3012;
0,10.3025;
0,10.3004;
0,10.3013;
0,10.3006;
0,10.3015;
0,10.3006;
0,10.3003;
0,10.3011;
0,10.3019;
0,10.3011;
0,10.301;
0,10.3007;
0,10.3007;
0,10.301;
0,10.301;
0,10.3013;
0,10.3014;
0,10.3012;
0,10.302;
0,10.3013;
0,10.3007;
0,10.3015;
0,10.3017;
0,10.3015;
0,10.3007;
0,10.3009;
0,10.3016;
0,10.3011;
0,10.3;
0,10.3003;
0,10.302;
0,10.3004;
0,10.3015;
0,10.3001;
0,10.3012;
0,10.3012;
0,10.3009;
0,10.3004;
0,10.301;
0,10.3019;
0,10.3019;
0,10.3014;
0,10.3016;
0,10.3008;
0,10.3009;
0,10.3008;
0,10.3015;
0,10.3003;
0,10.3012;
0,10.3013;
0,10.3004;
0,10.3002;
0,10.3008;
0,10.3006;
0,10.3008;
0,10.3019;
0,10.3007;
0,10.3014;
0,10.3013;
0,10.3011;
0,10.3004;
0,10.3012;
0,10.3016;
0,10.2998;
0,10.3016;
0,10.3005;
0,10.3005;
0,10.3011;
0,10.3013;
0,10.3004;
0,10.3007;
0,10.3011;
0,10.3018;
0,10.3008;
0,10.301;
0,10.3011;
0,10.3008;
0,10.3012;
0,10.3015;
0,10.3014;
0,10.3005;
0,10.3012;
0,10.2991;
0,10.3007;
0,10.301;
0,10.3019;
0,10.3008;
0,10.3026;
0,10.3014;
0,10.3005;
0,10.3;
0,10.3;
0,10.3015;
0,10.3002;
0,10.3012;
0,10.3011;
0,10.3011;
0,10.3013;
0,10.3012;
0,10.3013;
0,10.3014;
0,10.3017;
0,10.3001;
0,10.302;
0,10.3005;
0,10.3008;
0,10.3008;
0,10.3012;
0,10.3007;
0,10.3019;
0,10.3016;
0,10.2997;
0,10.301;
0,10.3002;
0,10.3024;
0,10.3011;
0,10.3016;
0,10.3013;
0,10.3007;
0,10.3017;
0,10.3;
0,10.3007;
0,10.3017;
0,10.3015;
0,10.3004;
0,10.3012;
0,10.2998;
0,10.3018;
0,10.3012;
0,10.2993;
0,10.3011;
0,10.3007;
0,10.3011;
0,10.3012;
0,10.3013;
0,10.2997;
0,10.3018;
0,10.3006;
0,10.3019;
0,10.3011;
0,10.3007;
0,10.3006;
0,10.3014;
0,10.3015;
0,10.3013;
0,10.3013;
0,10.3014;
0,10.3013;
0,10.3001;
0,10.3008;
0,10.3003;
0,10.3009;
0,10.3015;
0,10.3017;
0,10.3009;
0,10.3015;
0,10.3001;
0,10.302;
0,10.3005;
0,10.3012;
0,10.3004;
0,10.3007;
0,10.3007;
0,10.3002;
0,10.3031;
0,10.3013;
0,10.3018;
0,10.3;
0,10.3017;
0,10.3005;
0,10.3014;
0,10.3009;
0,10.3002;
0,10.3008;
0,10.3021;
0,10.3021;
0,10.3018;
0,10.2996;
0,10.3;
0,10.3026;
0,10.3015;
0,10.2999;
0,10.3018;
0,10.3027;
0,10.3011;
0,10.3011;
0,10.3018;
0,10.3014;
0,10.3013;
0,10.3004;
0,10.3016;
0,10.3;
0,10.3007;
0,10.301;
0,10.3013;
0,10.3007;
0,10.3001;
0,10.3025;
0,10.3016;
0,10.3001;
0,10.3001;
0,10.302;
0,10.3006;
0,10.301;
0,10.301;
0,10.3022;
0,10.3023;
0,10.3005;
0,10.3012;
0,10.3015;
0,10.3004;
0,10.301;
0,10.3014;
0,10.3006;
0,10.3005;
0,10.301;
0,10.3;
0,10.3003;
0,10.3013;
0,10.3018;
0,10.301;
0,10.3013;
0,10.3014;
0,10.3021;
0,10.3006;
0,10.3003;
0,10.3023;
0,10.3011;
0,10.2998;
0,10.3008;
0,10.301;
0,10.3002;
0,10.3017;
0,10.3008;
0,10.3027;
0,10.3009;
0,10.3014;
0,10.3015;
0,10.301;
0,10.2999;
0,10.3023;
0,10.3012;
0,10.3017;
0,10.3;
0,10.3013;
0,10.3016;
0,10.3003;
0,10.3015;
0,10.3009;
0,10.3013;
0,10.3014;
0,10.3008;
0,10.3;
0,10.3005;
0,10.3017;
0,10.3013;
0,10.3008;
0,10.3013;
0,10.3003;
0,10.3005;
0,10.3019;
0,10.3015;
0,10.3018;
0,10.3019;
0,10.3005;
0,10.3012;
0,10.3008;
0,10.301;
0,10.3005;
0,10.301;
0,10.3008;
0,10.3016;
0,10.3009;
0,10.3016;
0,10.3013;
0,10.3009;
0,10.301;
0,10.3007;
0,10.3013;
0,10.3003;
0,10.3006;
0,10.3019;
0,10.3012;
0,10.3004;
0,10.3012;
0,10.3017;
0,10.3011;
0,10.3017;
0,10.2999;
0,10.2998;
0,10.3017;
0,10.2999;
0,10.3011;
0,10.3027;
0,10.3018;
0,10.3012;
0,10.3004;
0,10.3022;
0,10.3004;
0,10.3015;
0,10.3009;
0,10.3004;
0,10.3014;
0,10.3015;
0,10.3011;
0,10.301;
0,10.3024;
0,10.3014;
0,10.3012;
0,10.3016;
0,10.3019;
0,10.3008;
0,10.3009;
0,10.3013;
0,10.3017;
0,10.3003;
0,10.3015;
0,10.3009;
0,10.3009;
0,10.3011;
0,10.302;
0,10.3005;
0,10.3012;
0,10.302;
0,10.3;
0,10.3014;
0,10.3009;
0,10.3011;
0,10.3007;
0,10.3008;
0,10.3017;
0,10.3015;
0,10.2993;
0,10.3003;
0,10.3004;
0,10.3012;
0,10.2999;
0,10.3013;
0,10.3006;
0,10.3007;
0,10.3019;
0,10.3018;
0,10.3;
0,10.3013;
0,10.3012;
0,10.301;
0,10.3007;
0,10.3012;
0,10.3013;
0,10.2996;
0,10.3013;
0,10.3024;
0,10.3007;
0,10.3001;
0,10.3014;
0,10.3016;
0,10.3024;
0,10.2999;
0,10.3019;
0,10.301;
0,10.3004;
0,10.3009;
0,10.3017;
0,10.3022;
0,10.3006;
0,10.3004;
0,10.3001;
0,10.3006;
0,10.3009;
0,10.3008;
0,10.3012;
0,10.3011;
0,10.3013;
0,10.3007;
0,10.3004;
0,10.3012;
0,10.3009;
0,10.3011;
0,10.301;
0,10.3006;
0,10.301;
0,10.3023;
0,10.3011;
0,10.3012;
0,10.3015;
0,10.3011;
0,10.301;
0,10.302;
0,10.3007;
0,10.3018;
0,10.301;
0,10.3019;
0,10.3006;
0,10.302;
0,10.3003;
0,10.2997;
0,10.302;
0,10.3001;
0,10.3013;
0,10.3009;
0,10.3017;
0,10.3008;
0,10.3;
0,10.3012;
0,10.3011;
0,10.3003;
0,10.3;
0,10.3015;
0,10.301;
0,10.3004;
0,10.3006;
0,10.301;
0,10.301;
0,10.301;
0,10.3014;
0,10.3009;
0,10.3012;
0,10.3007;
0,10.3006;
0,10.3005;
0,10.3014;
0,10.3005;
0,10.3009;
0,10.3014;
0,10.3016;
0,10.3013;
0,10.3004;
0,10.3014;
0,10.3019;
0,10.3014;
0,10.3013;
0,10.3004;
0,10.3005;
0,10.3002;
0,10.3004;
0,10.3001;
0,10.3009;
0,10.3012;
0,10.3013;
0,10.3012;
0,10.302;
0,10.3012;
0,10.3012;
0,10.3012;
0,10.3013;
0,10.3007;
0,10.3021;
0,10.3;
0,10.3015;
0,10.3019;
0,10.3018;
0,10.3015;
0,10.301;
0,10.3015;
0,10.302;
0,10.2995;
0,10.3008;
0,10.301;
0,10.3015;
0,10.3014;
0,10.3003;
0,10.3017;
0,10.2997;
0,10.3007;
0,10.3012;
0,10.3006;
0,10.3014;
0,10.3013;
0,10.3007;
0,10.3005;
0,10.3011;
0,10.3016;
0,10.2996;
0,10.3002;
0,10.3015;
0,10.3009;
0,10.3018;
0,10.3005;
0,10.3005;
0,10.3017;
0,10.3025;
0,10.301;
0,10.3015;
0,10.3012;
0,10.3007;
0,10.3018;
0,10.3009;
0,10.3011;
0,10.3007;
0,10.3018;
0,10.3007;
0,10.3015;
0,10.3018;
0,10.3016;
0,10.3014;
0,10.2999;
0,10.3012;
0,10.3013;
0,10.3025;
0,10.3016;
0,10.3015;
0,10.3001;
0,10.301;
0,10.3017;
0,10.3015;
0,10.3008;
0,10.3019;
0,10.3012;
0,10.3012;
0,10.3008;
0,10.3012;
0,10.3004;
0,10.302;
0,10.2995;
0,10.3005;
0,10.3009;
0,10.3023;
0,10.3008;
0,10.3007;
0,10.3009;
0,10.3008;
0,10.3011;
0,10.3019;
0,10.3025;
0,10.3009;
0,10.3009;
0,10.3004;
0,10.301;
0,10.301;
0,10.3015;
0,10.3006;
0,10.3004;
0,10.3006;
0,10.3026;
0,10.3015;
0,10.3011;
0,10.3003;
0,10.3018;
0,10.3015;
0,10.3014;
0,10.3022;
0,10.3006;
0,10.3001;
0,10.3004;
0,10.3015;
0,10.3011;
0,10.3009;
0,10.3002;
0,10.3003;
0,10.3013;
0,10.3011;
0,10.3007;
0,10.301;
0,10.3012;
0,10.3013;
0,10.3021;
0,10.301;
0,10.2999;
0,10.3015;
0,10.3018;
0,10.3008;
0,10.3006;
0,10.3015;
0,10.3011;
0,10.3014;
0,10.3016;
0,10.3006;
0,10.3005;
0,10.302;
0,10.3009;
0,10.3006;
0,10.3012;
0,10.301;
0,10.3011;
0,10.301;
0,10.301;
0,10.3005;
0,10.3003;
0,10.3007;
0,10.3006;
0,10.2995;
0,10.3007;
0,10.3006;
0,10.3015;
0,10.3012;
0,10.3017;
0,10.2998;
0,10.3015;
0,10.3002;
0,10.3004;
0,10.3016;
0,10.3008;
0,10.3008;
0,10.3007;
0,10.3013;
0,10.3005;
0,10.3022;
0,10.3005;
0,10.301;
0,10.3006;
0,10.3007;
0,10.3013;
0,10.3003;
0,10.301;
0,10.2998;
0,10.3014;
0,10.3012;
0,10.2999;
0,10.3009;
0,10.2999;
0,10.3017;
0,10.3015;
0,10.3017;
0,10.3011;
0,10.3011;
0,10.3004;
0,10.3012;
0,10.3015;
0,10.3009;
0,10.3013;
0,10.3007;
0,10.3015;
0,10.3;
0,10.3012;
0,10.3007;
0,10.3006;
0,10.3024;
0,10.3002;
0,10.3004;
0,10.3005;
0,10.301;
0,10.2998;
0,10.301;
0,10.3008;
0,10.2998;
0,10.3016;
0,10.3021;
0,10.3;
0,10.3011;
0,10.3005;
0,10.3007;
0,10.3004;
0,10.3013;
0,10.3008;
0,10.3011;
0,10.3013;
0,10.302;
0,10.301;
0,10.3013;
0,10.3012;
0,10.3013;
0,10.3002;
0,10.3014;
0,10.3013;
0,10.3011;
0,10.3008;
0,10.3013;
0,10.302;
0,10.3007;
0,10.3006;
0,10.3017;
0,10.3009;
0,10.301;
0,10.3016;
0,10.3012;
0,10.2999;
0,10.3009;
0,10.3015;
0,10.301;
0,10.3016;
0,10.3005;
0,10.3014;
0,10.3014;
0,10.3008;
0,10.3005;
0,10.3007;
0,10.3026;
0,10.3012;
0,10.3009;
0,10.3005;
0,10.3023;
0,10.3004;
0,10.3012;
0,10.3;
0,10.3019;
0,10.3024;
0,10.3018;
0,10.3023;
0,10.3006;
0,10.3016;
0,10.3013;
0,10.3004;
0,10.3014;
0,10.3014;
0,10.3018;
0,10.3009;
0,10.3009;
0,10.3014;
0,10.3014;
0,10.3006;
0,10.3014;
0,10.3018;
0,10.3022;
0,10.3003;
0,10.3022;
0,10.3001;
0,10.2998;
0,10.3008;
0,10.301;
0,10.3007;
0,10.3015;
0,10.3001;
0,10.3013;
0,10.3016;
0,10.3015;
0,10.3009;
0,10.3012;
0,10.2998;
0,10.3002;
0,10.3005;
0,10.3004;
0,10.3021;
0,10.3016;
0,10.3003;
0,10.3008;
0,10.3015;
0,10.3016;
0,10.301;
0,10.3005;
0,10.3015;
0,10.2994;
0,10.3015;
0,10.3008;
0,10.3001;
0,10.3019;
0,10.3011;
0,10.3006;
0,10.2996;
0,10.3008;
0,10.3011;
0,10.3012;
0,10.3012;
0,10.302;
0,10.301;
0,10.301;
0,10.3015;
0,10.3025;
0,10.3017;
0,10.3002;
0,10.3004;
0,10.3011;
0,10.3007;
0,10.3011;
0,10.3008;
0,10.3005;
0,10.2994;
0,10.3015;
0,10.3014;
0,10.3014;
0,10.3003;
0,10.301;
0,10.3005;
0,10.3018;
0,10.3008;
0,10.3013;
0,10.3007;
0,10.3018;
0,10.3023;
0,10.3003;
0,10.3001;
0,10.3015;
0,10.3014;
0,10.3016;
0,10.3012;
0,10.301;
0,10.3001;
0,10.3013;
0,10.302;
0,10.3004;
0,10.3002;
0,10.301;
0,10.3007;
0,10.3003;
0,10.3003;
0,10.3005;
0,10.3017;
0,10.3004;
0,10.3014;
0,10.3012;
0,10.3011;
0,10.2997;
0,10.3001;
0,10.3006;
0,10.3005;
0,10.3019;
0,10.3016;
0,10.3015;
0,10.3004;
0,10.3009;
0,10.301;
0,10.3012;
0,10.3001;
0,10.3018;
0,10.3009;
0,10.3005;
0,10.3008;
0,10.3009;
0,10.301;
0,10.301;
0,10.3013;
0,10.3002;
0,10.3004;
0,10.3016;
0,10.3013;
0,10.2995;
0,10.3013;
0,10.3013;
0,10.3005;
0,10.3007;
0,10.3013;
0,10.3015;
0,10.2999;
0,10.3007;
0,10.3011;
0,10.3003;
0,10.3006;
0,10.3012;
0,10.3008;
0,10.3015;
0,10.3016;
0,10.3017;
0,10.3001;
0,10.3015;
0,10.3009;
0,10.3015;
0,10.3018;
0,10.3006;
0,10.3009;
0,10.3003;
0,10.302;
0,10.3009;
0,10.3007;
0,10.301;
0,10.301;
0,10.3015;
0,10.3002;
0,10.3009;
0,10.3008;
0,10.3011;
0,10.3006;
0,10.2995;
0,10.3015;
0,10.3013;
0,10.3017;
0,10.301;
0,10.3018;
0,10.3011;
0,10.3011;
0,10.3015;
0,10.3012;
0,10.3013;
0,10.3025;
0,10.3013;
0,10.3011;
0,10.3009;
0,10.3;
0,10.3008;
0,10.3021;
0,10.3021;
0,10.3002;
0,10.3006;
0,10.3007;
0,10.3005;
0,10.3001;
0,10.3018;
0,10.3015;
0,10.301;
0,10.3016;
0,10.3001;
0,10.3008;
0,10.3008;
0,10.3009;
0,10.3014;
0,10.3006;
0,10.3004;
0,10.3013;
0,10.3007;
0,10.3012;
0,10.3016;
0,10.3009;
0,10.3007;
0,10.3021;
0,10.3008;
0,10.3012;
0,10.3003;
0,10.3011;
0,10.301;
0,10.3012;
0,10.3015;
0,10.3;
0,10.3012;
0,10.3005;
0,10.2997;
0,10.3008;
0,10.3013;
0,10.3007;
0,10.3009;
0,10.3009;
0,10.3003;
0,10.3;
0,10.3005;
0,10.3007;
0,10.3009;
0,10.3001;
0,10.3005;
0,10.3018;
0,10.3017;
0,10.301;
0,10.3019;
0,10.3018;
0,10.3008;
0,10.3018;
0,10.3008;
0,10.3013;
0,10.3009;
0,10.3008;
0,10.3007;
0,10.3021;
0,10.3005;
0,10.302;
0,10.3006;
0,10.3012;
0,10.3013;
0,10.3;
0,10.3003;
0,10.3011;
0,10.3007;
0,10.301;
0,10.3013;
0,10.3024;
0,10.3008;
0,10.3006;
0,10.3001;
0,10.3009;
0,10.3013;
0,10.3013;
0,10.3011;
0,10.3015;
0,10.3001;
0,10.3015;
0,10.301;
0,10.3015;
0,10.3007;
0,10.3014;
0,10.3013;
0,10.3007;
0,10.3019;
0,10.3005;
0,10.3003;
0,10.3014;
0,10.3012;
0,10.2998;
0,10.3011;
0,10.3009;
0,10.3008;
0,10.3013;
0,10.3004;
0,10.3004;
0,10.3004;
0,10.3017;
0,10.3007;
0,10.3015;
0,10.3011;
0,10.3012;
0,10.3018;
0,10.3012;
0,10.3013;
0,10.3002;
0,10.3004;
0,10.302;
0,10.3006;
0,10.3005;
0,10.3011;
0,10.3006;
0,10.3006;
0,10.3008;
0,10.3014;
0,10.3017;
0,10.3012;
0,10.3017;
0,10.3014;
0,10.3013;
0,10.3012;
0,10.3011;
0,10.3008;
0,10.3011;
0,10.3006;
0,10.301;
0,10.3006;
0,10.3008;
0,10.3009;
0,10.3006;
0,10.301;
0,10.3003;
0,10.3014;
0,10.3019;
0,10.301;
0,10.3003;
0,10.302;
0,10.3005;
0,10.3014;
0,10.3018;
0,10.3014;
0,10.3011;
0,10.3025;
0,10.3015;
0,10.3006;
0,10.3001;
0,10.3021;
0,10.301;
0,10.3008;
0,10.3012;
0,10.3012;
0,10.3005;
0,10.3017;
0,10.3015;
0,10.3012;
0,10.3013;
0,10.2999;
0,10.3011;
0,10.3009;
0,10.3005;
0,10.3012;
0,10.3008;
0,10.3018;
0,10.3016;
0,10.3018;
0,10.301;
0,10.3012;
0,10.3007;
0,10.303;
0,10.2998;
0,10.301;
0,10.3012;
0,10.3005;
0,10.3004;
0,10.3011;
0,10.2998;
0,10.2996;
0,10.3015;
0,10.3013;
0,10.3006;
0,10.3008;
0,10.3014;
0,10.3007;
0,10.3008;
0,10.2996;
0,10.3018;
0,10.3014;
0,10.2998;
0,10.302;
0,10.3011;
0,10.3014;
0,10.3018;
0,10.3016;
0,10.3004;
0,10.301;
0,10.3014;
0,10.3015;
0,10.3013;
0,10.301;
0,10.3018;
0,10.3005;
0,10.3018;
0,10.3008;
0,10.3001;
0,10.3013;
0,10.3016;
0,10.3022;
0,10.3003;
0,10.3011;
0,10.3021;
0,10.3017;
0,10.3012;
0,10.3006;
0,10.3006;
0,10.3018;
0,10.3018;
0,10.3002;
0,10.3022;
0,10.3017;
0,10.3007;
0,10.3014;
0,10.3003;
0,10.302;
0,10.3008;
0,10.3005;
0,10.2998;
0,10.3007;
0,10.301;
0,10.3009;
0,10.3024;
0,10.3014;
0,10.3016;
0,10.3008;
0,10.3007;
0,10.3009;
0,10.3015;
0,10.3;
0,10.3004;
0,10.3013;
0,10.3018;
0,10.3008;
0,10.3015;
0,10.3001;
0,10.3009;
0,10.3012;
0,10.3017;
0,10.3012;
0,10.301;
0,10.3023;
0,10.3001;
0,10.3013;
0,10.3008;
0,10.301;
0,10.3003;
0,10.302;
0,10.3021;
0,10.3016;
0,10.3009;
0,10.3021;
0,10.3011;
0,10.3011;
0,10.301;
0,10.301;
0,10.3002;
0,10.3015;
0,10.3006;
0,10.3002;
0,10.3018;
0,10.3014;
0,10.3011;
0,10.3005;
0,10.3013;
0,10.3014;
0,10.3008;
0,10.3023;
0,10.3011;
0,10.3019;
0,10.3015;
0,10.3013;
0,10.3018;
0,10.3012;
0,10.3006;
0,10.3007;
0,10.301;
0,10.2999;
0,10.3014;
0,10.301;
0,10.2998;
0,10.3013;
0,10.3019;
0,10.3009;
0,10.3004;
0,10.3014;
0,10.3007;
0,10.3012;
0,10.3021;
0,10.3008;
0,10.3011;
0,10.3012;
0,10.3024;
0,10.3011;
0,10.3014;
0,10.301;
0,10.3017;
0,10.3012;
0,10.3022;
0,10.3;
0,10.3016;
0,10.3008;
0,10.3006;
0,10.3005;
0,10.3008;
0,10.3015;
0,10.3002;
0,10.2997;
0,10.3016;
0,10.3016;
0,10.3008;
0,10.2993;
0,10.301;
0,10.3009;
0,10.3017;
0,10.3012;
0,10.2998;
0,10.3009;
0,10.3013;
0,10.3008;
0,10.3006;
0,10.301;
0,10.3006;
0,10.3013;
0,10.3018;
0,10.3014;
0,10.2995;
0,10.3007;
0,10.3018;
0,10.3005;
0,10.3021;
0,10.301;
0,10.3009;
0,10.2996;
0,10.3018;
0,10.3014;
0,10.3008;
0,10.3009;
0,10.3013;
0,10.3006;
0,10.3006;
0,10.3013;
0,10.3017;
0,10.3;
0,10.3006;
0,10.3004;
0,10.3023;
0,10.3013;
0,10.301;
0,10.3021;
0,10.3005;
0,10.3011;
0,10.3017;
0,10.3009;
0,10.3007;
0,10.3013;
0,10.3001;
0,10.3017;
0,10.3009;
0,10.3006;
0,10.3018;
0,10.3008;
0,10.3009;
0,10.3012;
0,10.3013;
0,10.3018;
0,10.3009;
0,10.3009;
0,10.3013;
0,10.3015;
0,10.3002;
0,10.301;
0,10.3006;
0,10.301;
0,10.301;
0,10.3017;
0,10.3001;
0,10.3014;
0,10.3014;
0,10.3003;
0,10.3012;
0,10.3009;
0,10.302;
0,10.301;
0,10.3017;
0,10.3006;
0,10.3007;
0,10.3005;
0,10.3014;
0,10.3006;
0,10.3016;
0,10.301;
0,10.301;
0,10.3016;
0,10.3007;
0,10.3016;
0,10.3016;
0,10.3003;
0,10.3013;
0,10.3018;
0,10.3012;
0,10.3014;
0,10.3011;
0,10.3014;
0,10.3011;
0,10.301;
0,10.3023;
0,10.3013;
0,10.3005;
0,10.3013;
0,10.301;
0,10.3004;
0,10.3014;
0,10.3017;
0,10.3007;
0,10.3007;
0,10.3013;
0,10.3004;
0,10.301;
0,10.302;
0,10.301;
0,10.3001;
0,10.3011;
0,10.301;
0,10.3023;
0,10.3009;
0,10.3013;
0,10.301;
0,10.3014;
0,10.3012;
0,10.3008;
0,10.3017;
0,10.3003;
0,10.301;
0,10.3014;
0,10.3017;
0,10.2994;
0,10.3006;
0,10.3002;
0,10.3012;
0,10.3013;
0,10.3015;
0,10.3017;
0,10.3012;
0,10.301;
0,10.3017;
0,10.3009;
0,10.3008;
0,10.3019;
0,10.3018;
0,10.301;
0,10.3013;
0,10.3011;
0,10.3004;
0,10.3017;
0,10.3017;
0,10.3006;
0,10.3015;
0,10.3014;
0,10.3024;
0,10.3001;
0,10.3014;
0,10.3021;
0,10.3016;
0,10.3008;
0,10.3018;
0,10.3009;
0,10.3016;
0,10.3009;
0,10.3008;
0,10.3003;
0,10.3004;
0,10.3011;
0,10.3008;
0,10.2999;
0,10.3008;
0,10.3015;
0,10.3004;
0,10.3009;
0,10.3012;
0,10.3004;
0,10.3013;
0,10.3013;
0,10.301;
0,10.3002;
0,10.3017;
0,10.3016;
0,10.3016;
0,10.3005;
0,10.3018;
0,10.3;
0,10.3014;
0,10.3008;
0,10.3012;
0,10.3027;
0,10.3013;
0,10.3007;
0,10.301;
0,10.3018;
0,10.3013;
0,10.3003;
0,10.3009;
0,10.3008;
0,10.3004;
0,10.3007;
0,10.3008;
0,10.3012;
0,10.3014;
0,10.3011;
0,10.3015;
0,10.3012;
0,10.3016;
0,10.3015;
0,10.3004;
0,10.3017;
0,10.3015;
0,10.3008;
0,10.3013;
0,10.3017;
0,10.3016;
0,10.3009;
0,10.3004;
0,10.3007;
0,10.3001;
0,10.3003;
0,10.3012;
0,10.3025;
0,10.3016;
0,10.3019;
0,10.3016;
0,10.3013;
0,10.3008;
0,10.3003;
0,10.3006;
0,10.3003;
0,10.3013;
0,10.3;
0,10.301;
0,10.3008;
0,10.3005;
0,10.3016;
0,10.3012;
0,10.3011;
0,10.3002;
0,10.3004;
0,10.3012;
0,10.3006;
0,10.301;
0,10.2993;
0,10.3001;
0,10.3005;
0,10.3023;
0,10.3008;
0,10.3013;
0,10.3023;
0,10.3006;
0,10.3006;
0,10.3016;
0,10.3009;
0,10.3008;
0,10.3013;
0,10.3015;
0,10.3006;
0,10.3003;
0,10.3011;
0,10.3017;
0,10.3014;
0,10.3018;
0,10.302;
0,10.301;
0,10.3005;
0,10.3007;
0,10.3009;
0,10.3005;
0,10.3015;
0,10.3013;
0,10.3011;
0,10.3018;
0,10.301;
0,10.3001;
0,10.3026;
0,10.3014;
0,10.3;
0,10.3015;
0,10.3013;
0,10.3006;
0,10.3008;
0,10.3014;
0,10.3009;
0,10.3003;
0,10.3004;
0,10.3007;
0,10.302;
0,10.3016;
0,10.3017;
0,10.3025;
0,10.3009;
0,10.3004;
0,10.3013;
0,10.3001;
0,10.3011;
0,10.3008;
0,10.3007;
0,10.3013;
0,10.3002;
0,10.3018;
0,10.3015;
0,10.3011;
0,10.3004;
0,10.3016;
0,10.3011;
0,10.3015;
0,10.301;
0,10.3008;
0,10.3009;
0,10.301;
0,10.3008;
0,10.3014;
0,10.3014;
0,10.3012;
0,10.3011;
0,10.2999;
0,10.3014;
0,10.3014;
0,10.3011;
0,10.3006;
0,10.3012;
0,10.3015;
0,10.3013;
0,10.3005;
0,10.3008;
0,10.3003;
0,10.3001;
0,10.2997;
0,10.3004;
0,10.3015;
0,10.3012;
0,10.3005;
0,10.3011;
0,10.3016;
0,10.3009;
0,10.3009;
0,10.3012;
0,10.2995;
0,10.3014;
0,10.302;
0,10.3013;
0,10.3015;
0,10.301;
0,10.3008;
0,10.3014;
0,10.3014;
0,10.3008;
0,10.3006;
0,10.2997;
0,10.3017;
0,10.3003;
0,10.301;
0,10.3008;
0,10.3014;
0,10.3011;
0,10.3022;
0,10.3007;
0,10.3019;
0,10.3017;
0,10.3015;
0,10.3007;
0,10.3006;
0,10.302;
0,10.3012;
0,10.3006;
0,10.3019;
0,10.3006;
0,10.3012;
0,10.3015;
